title,text,text_clean,source,url,published_at,date_collected,word_count,sentiment_compound,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,NPR,https://example.com/article-53,2025-01-15,2025-01-16,62,0.19722158942351292,positive,0.024029462098516863,0.2847437194774158,0.7660041161894143
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,Reuters,https://example.com/article-54,2025-01-15,2025-01-16,97,0.06300885924682705,positive,0.2505199419576296,0.16181323452001875,0.7051891308194423
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,CNN,https://example.com/article-55,2025-01-15,2025-01-16,131,0.8523078638766436,positive,0.29288779063673165,0.28206907242748724,0.6726422533627637
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,BBC News,https://example.com/article-56,2025-01-15,2025-01-16,100,0.5967949856760002,positive,0.27280839465796747,0.28243944263295756,0.6158307913402323
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,CNN,https://example.com/article-57,2025-01-15,2025-01-16,74,-0.1304519543373459,negative,0.16827710744436325,0.19671679061422265,0.6156189862896695
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Reuters,https://example.com/article-58,2025-01-15,2025-01-16,144,-0.015937543053575996,neutral,0.2480187271467031,0.2078671076075818,0.6045009813359592
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,Fox News,https://example.com/article-59,2025-01-15,2025-01-16,60,-0.8666916223257007,negative,0.48379027576012373,0.1643915649744262,0.6270412826924356
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,Reuters,https://example.com/article-60,2025-01-15,2025-01-16,75,0.5395358889693719,positive,0.18600904289639159,0.23292388822259905,0.6022410620759053
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,BBC News,https://example.com/article-61,2025-01-15,2025-01-16,94,-0.17034916093344,negative,0.3754355338957487,0.2263628622254047,0.5309371606507798
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Fox News,https://example.com/article-62,2025-01-15,2025-01-16,125,-0.47053548341932144,negative,0.14881758725465544,0.02999546614855901,0.5160455890242107
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,Fox News,https://example.com/article-63,2025-01-15,2025-01-16,110,-0.17992832751874877,negative,0.47840044256322817,0.20303097132729098,0.6447562848927928
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,NPR,https://example.com/article-64,2025-01-15,2025-01-16,138,0.1207917495159707,positive,0.3012204629505595,0.16611091570374023,0.5638183685072687
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,The Verge,https://example.com/article-65,2025-01-15,2025-01-16,148,-0.23589835709947793,negative,0.4654645528436463,0.292274462560323,0.7987793726090988
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,CNN,https://example.com/article-66,2025-01-15,2025-01-16,115,0.6764802232723576,positive,0.34401500508751953,0.25108916227121214,0.7600606115932524
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Wired,https://example.com/article-67,2025-01-15,2025-01-16,81,-0.5378222462101001,negative,0.19832580097712593,0.267569072633033,0.5439814465076076
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Wired,https://example.com/article-68,2025-01-15,2025-01-16,148,0.24824386156084866,positive,0.18532107353344546,0.24383987017725076,0.7841745732151577
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,TechCrunch,https://example.com/article-69,2025-01-15,2025-01-16,70,-0.25962854252989964,negative,0.24083349398205767,0.11339627703667633,0.7115253092889979
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,Reuters,https://example.com/article-70,2025-01-15,2025-01-16,84,0.3307146496662337,positive,0.005676822383709534,0.1405981925982379,0.5168909827045512
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,Fox News,https://example.com/article-71,2025-01-15,2025-01-16,78,0.14989730976053917,positive,0.37302243963271164,0.1750106295291479,0.7886517645423626
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Wired,https://example.com/article-72,2025-01-15,2025-01-16,72,0.2928552733395816,positive,0.11179791925972632,0.2889667618321834,0.503646342406945
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,NPR,https://example.com/article-73,2025-01-15,2025-01-16,119,-0.8633140748420103,negative,0.26385055454314993,0.2978894388357901,0.5221389694206197
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,CNN,https://example.com/article-74,2025-01-15,2025-01-16,86,0.8739071552762342,positive,0.31469931906763127,0.20872460669538515,0.6363623194303321
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,The Verge,https://example.com/article-75,2025-01-15,2025-01-16,96,0.5466671651346352,positive,0.4576271708345532,0.28761072222235384,0.5173591693273122
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,NPR,https://example.com/article-76,2025-01-15,2025-01-16,47,0.14074265604550174,positive,0.08483995194778277,0.19405450850061715,0.6164805151969617
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,NPR,https://example.com/article-77,2025-01-15,2025-01-16,80,0.2760472362196031,positive,0.12997493142713135,0.1359722540486493,0.5096947853328951
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Reuters,https://example.com/article-78,2025-01-15,2025-01-16,45,0.3995257127413583,positive,0.474899956645962,0.217715852516508,0.684024558780737
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-79,2025-01-15,2025-01-16,148,0.8428192108509113,positive,0.08241713056850047,0.12337653497561071,0.7332806851205678
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,NPR,https://example.com/article-80,2025-01-15,2025-01-16,65,0.8874931430656787,positive,0.19044542831551076,0.29097431934438095,0.7526356769407127
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,Reuters,https://example.com/article-81,2025-01-15,2025-01-16,40,-0.5016108141742752,negative,0.0068359824134986424,0.022607718105738694,0.7075143191506736
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Reuters,https://example.com/article-82,2025-01-15,2025-01-16,92,0.6874241370494761,positive,0.292574766162736,0.21783625322155442,0.7271243606127368
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,Fox News,https://example.com/article-83,2025-01-15,2025-01-16,149,0.25492210748018707,positive,0.12572121975589923,0.08241953910777262,0.5621682947024169
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,CNN,https://example.com/article-84,2025-01-15,2025-01-16,131,-0.2565507376536057,negative,0.13433624101265368,0.006655422609090488,0.6494495559937679
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,CNN,https://example.com/article-85,2025-01-15,2025-01-16,51,0.756665766553126,positive,0.4081928676065312,0.2903921296319469,0.526522467009694
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,The Verge,https://example.com/article-86,2025-01-15,2025-01-16,118,-0.3985374874330093,negative,0.3923341319721548,0.1918084070922727,0.7415134002558086
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,CNN,https://example.com/article-87,2025-01-15,2025-01-16,77,-0.3753258447173018,negative,0.3040439247709426,0.19099329648668475,0.6664446825626678
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-88,2025-01-15,2025-01-16,77,0.667437477752694,positive,0.2254552237080522,0.2731413835209819,0.5893878354625851
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,The Guardian,https://example.com/article-89,2025-01-15,2025-01-16,49,0.6429955907694439,positive,0.4632938125807472,0.14763488792386145,0.5774733164896875
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,NPR,https://example.com/article-90,2025-01-15,2025-01-16,105,0.8830276889926555,positive,0.1643758051437541,0.19002025629501773,0.572043685633458
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,The Verge,https://example.com/article-91,2025-01-15,2025-01-16,119,0.15954776362405185,positive,0.07595134675614718,0.04164815179482304,0.6922624234409644
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Reuters,https://example.com/article-92,2025-01-15,2025-01-16,135,0.3438171908252837,positive,0.23698082013143618,0.20026732155630814,0.5516959613604889
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,NPR,https://example.com/article-93,2025-01-15,2025-01-16,121,0.08473832382650703,positive,0.1392951695159793,0.053103145283024046,0.5266107601271167
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,MSNBC,https://example.com/article-94,2025-01-15,2025-01-16,85,0.4416619528278169,positive,0.18213493052403773,0.15102518125645706,0.7071184485888096
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,Fox News,https://example.com/article-95,2025-01-15,2025-01-16,125,0.7294988390726863,positive,0.040879515974435954,0.26207358723203317,0.776261720159544
